frame.number,frame.time_relative,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len
7131,10.408694000,192.168.2.20,192.168.2.99,4004,53300,1380
7132,10.413593000,192.168.2.99,192.168.2.20,53300,4004,68
7133,10.413867000,192.168.2.20,192.168.2.99,4004,53300,1380
7134,10.414667000,192.168.2.99,192.168.2.20,53300,4004,92
7135,10.414806000,192.168.2.20,192.168.2.99,4004,53300,68
7136,10.421305000,192.168.2.99,192.168.2.20,53300,4004,72
7137,10.427465000,192.168.2.99,192.168.2.20,53300,4004,68
7138,10.427744000,192.168.2.20,192.168.2.99,4004,53300,1380
7139,10.428612000,192.168.3.99,192.168.3.20,4004,53300,1380
7140,10.429419000,192.168.3.99,192.168.3.20,4004,53300,1380
7141,10.430770000,192.168.3.99,192.168.3.20,4004,53300,252
7142,10.430934000,192.168.3.20,192.168.3.99,53300,4004,92
7143,10.434563000,192.168.3.99,192.168.3.20,4004,53300,1380
7144,10.435897000,192.168.3.99,192.168.3.20,4004,53300,1380
7145,10.436667000,192.168.3.99,192.168.3.20,4004,53300,1380
7146,10.437343000,192.168.3.99,192.168.3.20,4004,53300,1380
7147,10.438008000,192.168.3.99,192.168.3.20,4004,53300,1380
7148,10.438665000,192.168.3.99,192.168.3.20,4004,53300,1380
7149,10.438808000,192.168.3.20,192.168.3.99,53300,4004,80
7150,10.439343000,192.168.3.99,192.168.3.20,4004,53300,1380
7151,10.440455000,192.168.3.99,192.168.3.20,4004,53300,1380
7152,10.440556000,192.168.3.20,192.168.3.99,53300,4004,68
7153,10.441056000,192.168.3.99,192.168.3.20,4004,53300,1380
7154,10.441619000,192.168.3.99,192.168.3.20,4004,53300,1380
7155,10.442278000,192.168.3.99,192.168.3.20,4004,53300,1380
7156,10.442880000,192.168.3.99,192.168.3.20,4004,53300,1380
7157,10.443721000,192.168.3.99,192.168.3.20,4004,53300,1380
7158,10.444346000,192.168.3.99,192.168.3.20,4004,53300,1380
7159,10.444934000,192.168.3.99,192.168.3.20,4004,53300,1380
7160,10.445598000,192.168.3.99,192.168.3.20,4004,53300,1380
7161,10.446193000,192.168.3.99,192.168.3.20,4004,53300,1380
7162,10.446763000,192.168.3.99,192.168.3.20,4004,53300,1380
7163,10.447399000,192.168.3.99,192.168.3.20,4004,53300,1380
7164,10.447671000,192.168.2.20,192.168.2.99,4004,53300,1380
7165,10.447759000,192.168.2.20,192.168.2.99,4004,53300,1380
7166,10.447863000,192.168.2.20,192.168.2.99,4004,53300,1380
7167,10.447962000,192.168.2.20,192.168.2.99,4004,53300,1380
7168,10.448051000,192.168.2.20,192.168.2.99,4004,53300,1380
7169,10.448143000,192.168.2.20,192.168.2.99,4004,53300,1380
7170,10.448206000,192.168.3.99,192.168.3.20,4004,53300,1380
7171,10.448254000,192.168.2.20,192.168.2.99,4004,53300,1380
7172,10.448349000,192.168.2.20,192.168.2.99,4004,53300,1380
7173,10.448448000,192.168.2.20,192.168.2.99,4004,53300,1380
7174,10.448549000,192.168.2.20,192.168.2.99,4004,53300,1380
7175,10.448658000,192.168.2.20,192.168.2.99,4004,53300,1380
7176,10.448746000,192.168.2.20,192.168.2.99,4004,53300,1380
7177,10.448847000,192.168.2.20,192.168.2.99,4004,53300,1380
7178,10.448943000,192.168.2.20,192.168.2.99,4004,53300,1380
7179,10.449043000,192.168.2.20,192.168.2.99,4004,53300,1380
7180,10.449136000,192.168.2.20,192.168.2.99,4004,53300,1380
7181,10.449230000,192.168.2.20,192.168.2.99,4004,53300,1380
7182,10.449258000,192.168.3.99,192.168.3.20,4004,53300,1380
7183,10.449345000,192.168.2.20,192.168.2.99,4004,53300,1380
7184,10.449420000,192.168.3.99,192.168.3.20,4004,53300,1380
7185,10.449436000,192.168.2.20,192.168.2.99,4004,53300,1380
7186,10.449526000,192.168.2.20,192.168.2.99,4004,53300,1380
7187,10.449654000,192.168.2.20,192.168.2.99,4004,53300,1380
7188,10.449737000,192.168.2.20,192.168.2.99,4004,53300,1380
7189,10.449827000,192.168.2.20,192.168.2.99,4004,53300,1380
7190,10.449860000,192.168.3.99,192.168.3.20,4004,53300,1380
7191,10.449911000,192.168.2.20,192.168.2.99,4004,53300,1380
7192,10.450007000,192.168.2.20,192.168.2.99,4004,53300,1380
7193,10.450096000,192.168.2.20,192.168.2.99,4004,53300,1380
7194,10.450181000,192.168.2.20,192.168.2.99,4004,53300,1380
7195,10.450277000,192.168.2.20,192.168.2.99,4004,53300,440
7196,10.450690000,192.168.3.99,192.168.3.20,4004,53300,1380
7197,10.451166000,192.168.2.99,192.168.2.20,53300,4004,68
7198,10.451245000,192.168.3.99,192.168.3.20,4004,53300,1380
7199,10.451324000,192.168.2.20,192.168.2.99,4004,53300,1380
7200,10.452089000,192.168.3.99,192.168.3.20,4004,53300,1380
7201,10.453555000,192.168.3.99,192.168.3.20,4004,53300,1380
7202,10.455985000,192.168.2.99,192.168.2.20,53300,4004,92
7203,10.456139000,192.168.2.20,192.168.2.99,4004,53300,68
7204,10.457658000,192.168.2.99,192.168.2.20,53300,4004,68
7205,10.457798000,192.168.2.20,192.168.2.99,4004,53300,1380
7206,10.468470000,192.168.3.99,192.168.3.20,4004,53300,1380
7207,10.468672000,192.168.3.20,192.168.3.99,53300,4004,68
7208,10.469992000,192.168.3.99,192.168.3.20,4004,53300,1380
7209,10.470593000,192.168.3.99,192.168.3.20,4004,53300,1380
7210,10.471741000,192.168.3.99,192.168.3.20,4004,53300,1380
7211,10.471877000,192.168.3.20,192.168.3.99,53300,4004,68
7212,10.472518000,192.168.3.99,192.168.3.20,4004,53300,1380
7213,10.473239000,192.168.3.99,192.168.3.20,4004,53300,1380
7214,10.473961000,192.168.3.99,192.168.3.20,4004,53300,1380
7215,10.474734000,192.168.3.99,192.168.3.20,4004,53300,1380
7216,10.474864000,192.168.3.20,192.168.3.99,53300,4004,92
7217,10.475435000,192.168.3.99,192.168.3.20,4004,53300,1380
7218,10.476071000,192.168.3.99,192.168.3.20,4004,53300,1380
7219,10.476907000,192.168.3.99,192.168.3.20,4004,53300,252
7220,10.477439000,192.168.3.99,192.168.3.20,4004,53300,68
7221,10.487672000,192.168.2.20,192.168.2.99,4004,53300,1380
7222,10.487832000,192.168.2.20,192.168.2.99,4004,53300,1380
7223,10.487894000,192.168.2.20,192.168.2.99,4004,53300,252
7224,10.487935000,192.168.2.20,192.168.2.99,4004,53300,1380
7225,10.487993000,192.168.2.20,192.168.2.99,4004,53300,1380
7226,10.488057000,192.168.2.20,192.168.2.99,4004,53300,1380
7227,10.488120000,192.168.2.20,192.168.2.99,4004,53300,1380
7228,10.488176000,192.168.2.20,192.168.2.99,4004,53300,1380
7229,10.488243000,192.168.2.20,192.168.2.99,4004,53300,1380
7230,10.488308000,192.168.2.20,192.168.2.99,4004,53300,1380
7231,10.488373000,192.168.2.20,192.168.2.99,4004,53300,1380
7232,10.488441000,192.168.2.20,192.168.2.99,4004,53300,1380
7233,10.488511000,192.168.2.20,192.168.2.99,4004,53300,440
7234,10.491294000,192.168.2.99,192.168.2.20,53300,4004,68
7235,10.491452000,192.168.2.20,192.168.2.99,4004,53300,1380
7236,10.495941000,192.168.2.99,192.168.2.20,53300,4004,68
7237,10.496079000,192.168.2.20,192.168.2.99,4004,53300,1380
7238,10.508449000,192.168.3.99,192.168.3.20,4004,53300,1380
7239,10.508671000,192.168.3.20,192.168.3.99,53300,4004,92
7240,10.509552000,192.168.3.99,192.168.3.20,4004,53300,1380
7241,10.510186000,192.168.3.99,192.168.3.20,4004,53300,1380
7242,10.510775000,192.168.3.99,192.168.3.20,4004,53300,1380
7243,10.511364000,192.168.3.99,192.168.3.20,4004,53300,1380
7244,10.511991000,192.168.3.99,192.168.3.20,4004,53300,1380
7245,10.513335000,192.168.3.99,192.168.3.20,4004,53300,1380
7246,10.513545000,192.168.3.20,192.168.3.99,53300,4004,68
7247,10.515275000,192.168.3.99,192.168.3.20,4004,53300,1380
7248,10.515998000,192.168.3.99,192.168.3.20,4004,53300,1380
7249,10.516620000,192.168.3.99,192.168.3.20,4004,53300,1380
7250,10.517321000,192.168.3.99,192.168.3.20,4004,53300,1380
7251,10.517526000,192.168.3.99,192.168.3.20,4004,53300,68
7252,10.527712000,192.168.2.20,192.168.2.99,4004,53300,1380
7253,10.527891000,192.168.2.20,192.168.2.99,4004,53300,1380
7254,10.528009000,192.168.2.20,192.168.2.99,4004,53300,1380
7255,10.528123000,192.168.2.20,192.168.2.99,4004,53300,1380
7256,10.528237000,192.168.2.20,192.168.2.99,4004,53300,1380
7257,10.528359000,192.168.2.20,192.168.2.99,4004,53300,1380
7258,10.528447000,192.168.2.20,192.168.2.99,4004,53300,1380
7259,10.528525000,192.168.2.20,192.168.2.99,4004,53300,1380
7260,10.528631000,192.168.2.20,192.168.2.99,4004,53300,1380
7261,10.528720000,192.168.2.20,192.168.2.99,4004,53300,1380
7262,10.528795000,192.168.2.20,192.168.2.99,4004,53300,1380
7263,10.528878000,192.168.2.20,192.168.2.99,4004,53300,1380
7264,10.528970000,192.168.2.20,192.168.2.99,4004,53300,1380
7265,10.529320000,192.168.3.99,192.168.3.20,4004,53300,1380
7266,10.529422000,192.168.2.20,192.168.2.99,4004,53300,1380
7267,10.529528000,192.168.2.20,192.168.2.99,4004,53300,1380
7268,10.529656000,192.168.2.20,192.168.2.99,4004,53300,1380
7269,10.529764000,192.168.2.20,192.168.2.99,4004,53300,1380
7270,10.529880000,192.168.2.20,192.168.2.99,4004,53300,1380
7271,10.529994000,192.168.2.20,192.168.2.99,4004,53300,1380
7272,10.530089000,192.168.2.20,192.168.2.99,4004,53300,1380
7273,10.530207000,192.168.2.20,192.168.2.99,4004,53300,1380
7274,10.530323000,192.168.2.20,192.168.2.99,4004,53300,1380
7275,10.530453000,192.168.2.20,192.168.2.99,4004,53300,1380
7276,10.530572000,192.168.2.20,192.168.2.99,4004,53300,1380
7277,10.530728000,192.168.2.20,192.168.2.99,4004,53300,1380
7278,10.530847000,192.168.2.20,192.168.2.99,4004,53300,1380
7279,10.530968000,192.168.2.20,192.168.2.99,4004,53300,1380
7280,10.531101000,192.168.2.20,192.168.2.99,4004,53300,1380
7281,10.531222000,192.168.2.20,192.168.2.99,4004,53300,1380
7282,10.531325000,192.168.2.20,192.168.2.99,4004,53300,816
7283,10.532505000,192.168.2.99,192.168.2.20,53300,4004,92
7284,10.533356000,192.168.2.20,192.168.2.99,4004,53300,68
7285,10.539294000,192.168.2.99,192.168.2.20,53300,4004,80
7286,10.540995000,192.168.2.99,192.168.2.20,53300,4004,68
7287,10.541130000,192.168.2.20,192.168.2.99,4004,53300,1380
7288,10.548341000,192.168.3.99,192.168.3.20,4004,53300,1380
7289,10.552065000,192.168.3.99,192.168.3.20,4004,53300,1380
7290,10.552224000,192.168.3.20,192.168.3.99,53300,4004,68
7291,10.552694000,192.168.3.99,192.168.3.20,4004,53300,1380
7292,10.552812000,192.168.3.20,192.168.3.99,53300,4004,92
7293,10.553546000,192.168.3.99,192.168.3.20,4004,53300,1380
7294,10.554257000,192.168.3.99,192.168.3.20,4004,53300,1380
7295,10.554892000,192.168.3.99,192.168.3.20,4004,53300,1380
7296,10.555518000,192.168.3.99,192.168.3.20,4004,53300,1380
7297,10.556698000,192.168.3.99,192.168.3.20,4004,53300,1380
7298,10.556917000,192.168.3.20,192.168.3.99,53300,4004,80
7299,10.557558000,192.168.3.99,192.168.3.20,4004,53300,1380
7300,10.559071000,192.168.3.99,192.168.3.20,4004,53300,1380
7301,10.559161000,192.168.3.20,192.168.3.99,53300,4004,68
7302,10.559699000,192.168.3.99,192.168.3.20,4004,53300,1380
7303,10.560404000,192.168.3.99,192.168.3.20,4004,53300,1380
7304,10.560977000,192.168.3.99,192.168.3.20,4004,53300,1380
7305,10.562263000,192.168.3.99,192.168.3.20,4004,53300,1380
7306,10.562355000,192.168.3.20,192.168.3.99,53300,4004,68
7307,10.563092000,192.168.3.99,192.168.3.20,4004,53300,1380
7308,10.563528000,192.168.3.99,192.168.3.20,4004,53300,1380
7309,10.564121000,192.168.3.99,192.168.3.20,4004,53300,1380
7310,10.564728000,192.168.3.99,192.168.3.20,4004,53300,1380
7311,10.565400000,192.168.3.99,192.168.3.20,4004,53300,1380
7312,10.566017000,192.168.3.99,192.168.3.20,4004,53300,1380
7313,10.566744000,192.168.3.99,192.168.3.20,4004,53300,1380
7314,10.567005000,192.168.2.20,192.168.2.99,4004,53300,1380
7315,10.567095000,192.168.2.20,192.168.2.99,4004,53300,1380
7316,10.567186000,192.168.2.20,192.168.2.99,4004,53300,1380
7317,10.567261000,192.168.2.20,192.168.2.99,4004,53300,1380
7318,10.567342000,192.168.2.20,192.168.2.99,4004,53300,1380
7319,10.567440000,192.168.2.20,192.168.2.99,4004,53300,1380
7320,10.567491000,192.168.3.99,192.168.3.20,4004,53300,1380
7321,10.567545000,192.168.2.20,192.168.2.99,4004,53300,1380
7322,10.567642000,192.168.2.20,192.168.2.99,4004,53300,1380
7323,10.567744000,192.168.2.20,192.168.2.99,4004,53300,1380
7324,10.567835000,192.168.2.20,192.168.2.99,4004,53300,1004
7325,10.568301000,192.168.3.99,192.168.3.20,4004,53300,1380
7326,10.568397000,192.168.3.99,192.168.3.20,4004,53300,1380
7327,10.569079000,192.168.3.99,192.168.3.20,4004,53300,440
7328,10.569664000,192.168.2.99,192.168.2.20,53300,4004,68
7329,10.569750000,192.168.3.99,192.168.3.20,4004,53300,1380
7330,10.569796000,192.168.2.20,192.168.2.99,4004,53300,1380
7331,10.570398000,192.168.3.99,192.168.3.20,4004,53300,68
7332,10.571260000,192.168.3.99,192.168.3.20,4004,53300,1380
7333,10.572403000,192.168.2.99,192.168.2.20,53300,4004,68
7334,10.572628000,192.168.2.20,192.168.2.99,4004,53300,1380
7335,10.575597000,192.168.2.99,192.168.2.20,53300,4004,92
7336,10.575765000,192.168.2.20,192.168.2.99,4004,53300,68
7337,10.588531000,192.168.3.99,192.168.3.20,4004,53300,1380
7338,10.589543000,192.168.3.99,192.168.3.20,4004,53300,1380
7339,10.590621000,192.168.3.99,192.168.3.20,4004,53300,1380
7340,10.590757000,192.168.3.20,192.168.3.99,53300,4004,68
7341,10.591201000,192.168.3.99,192.168.3.20,4004,53300,1380
7342,10.592273000,192.168.3.99,192.168.3.20,4004,53300,1380
7343,10.592872000,192.168.3.99,192.168.3.20,4004,53300,1380
7344,10.593005000,192.168.3.20,192.168.3.99,53300,4004,92
7345,10.594071000,192.168.3.99,192.168.3.20,4004,53300,1380
7346,10.594184000,192.168.3.20,192.168.3.99,53300,4004,68
7347,10.594605000,192.168.3.99,192.168.3.20,4004,53300,1380
7348,10.595280000,192.168.3.99,192.168.3.20,4004,53300,1380
7349,10.595877000,192.168.3.99,192.168.3.20,4004,53300,1380
7350,10.596612000,192.168.3.99,192.168.3.20,4004,53300,440
7351,10.597468000,192.168.3.99,192.168.3.20,4004,53300,1380
7352,10.598146000,192.168.3.99,192.168.3.20,4004,53300,1380
7353,10.607667000,192.168.2.20,192.168.2.99,4004,53300,1380
7354,10.607810000,192.168.2.20,192.168.2.99,4004,53300,1380
7355,10.607870000,192.168.2.20,192.168.2.99,4004,53300,1380
7356,10.607930000,192.168.2.20,192.168.2.99,4004,53300,1380
7357,10.607999000,192.168.2.20,192.168.2.99,4004,53300,1380
7358,10.608057000,192.168.2.20,192.168.2.99,4004,53300,1380
7359,10.608110000,192.168.2.20,192.168.2.99,4004,53300,1380
7360,10.608168000,192.168.2.20,192.168.2.99,4004,53300,1380
7361,10.608230000,192.168.2.20,192.168.2.99,4004,53300,1380
7362,10.608291000,192.168.2.20,192.168.2.99,4004,53300,1380
7363,10.608354000,192.168.2.20,192.168.2.99,4004,53300,1380
7364,10.608413000,192.168.2.20,192.168.2.99,4004,53300,1380
7365,10.608475000,192.168.2.20,192.168.2.99,4004,53300,1380
7366,10.608536000,192.168.2.20,192.168.2.99,4004,53300,1380
7367,10.608621000,192.168.2.20,192.168.2.99,4004,53300,1380
7368,10.608688000,192.168.2.20,192.168.2.99,4004,53300,1380
7369,10.608751000,192.168.2.20,192.168.2.99,4004,53300,1380
7370,10.608817000,192.168.2.20,192.168.2.99,4004,53300,1380
7371,10.608883000,192.168.2.20,192.168.2.99,4004,53300,1380
7372,10.608943000,192.168.2.20,192.168.2.99,4004,53300,1380
7373,10.608998000,192.168.2.20,192.168.2.99,4004,53300,1380
7374,10.609057000,192.168.2.20,192.168.2.99,4004,53300,1380
7375,10.609114000,192.168.2.20,192.168.2.99,4004,53300,1380
7376,10.609168000,192.168.2.20,192.168.2.99,4004,53300,1380
7377,10.609229000,192.168.2.20,192.168.2.99,4004,53300,1380
7378,10.609294000,192.168.2.20,192.168.2.99,4004,53300,1380
7379,10.609355000,192.168.2.20,192.168.2.99,4004,53300,1380
7380,10.609413000,192.168.2.20,192.168.2.99,4004,53300,1380
7381,10.609424000,192.168.2.99,192.168.2.20,53300,4004,92
7382,10.609480000,192.168.2.20,192.168.2.99,4004,53300,1380
7383,10.609553000,192.168.2.20,192.168.2.99,4004,53300,68
7384,10.609605000,192.168.2.20,192.168.2.99,4004,53300,1380
7385,10.609677000,192.168.2.20,192.168.2.99,4004,53300,1380
7386,10.609730000,192.168.2.20,192.168.2.99,4004,53300,816
7387,10.614163000,192.168.2.99,192.168.2.20,53300,4004,68
7388,10.614390000,192.168.2.20,192.168.2.99,4004,53300,1380
7389,10.630049000,192.168.3.99,192.168.3.20,4004,53300,1380
7390,10.630255000,192.168.3.20,192.168.3.99,53300,4004,68
7391,10.630354000,192.168.3.20,192.168.3.99,53300,4004,92
7392,10.631191000,192.168.3.99,192.168.3.20,4004,53300,1380
7393,10.633346000,192.168.3.99,192.168.3.20,4004,53300,1380
7394,10.634842000,192.168.3.99,192.168.3.20,4004,53300,1380
7395,10.636277000,192.168.3.99,192.168.3.20,4004,53300,1380
7396,10.637102000,192.168.3.99,192.168.3.20,4004,53300,1380
7397,10.637653000,192.168.3.99,192.168.3.20,4004,53300,1380
7398,10.638273000,192.168.3.99,192.168.3.20,4004,53300,1380
7399,10.638893000,192.168.3.99,192.168.3.20,4004,53300,1380
7400,10.639969000,192.168.3.99,192.168.3.20,4004,53300,1380
7401,10.641676000,192.168.3.99,192.168.3.20,4004,53300,1380
7402,10.641922000,192.168.3.20,192.168.3.99,53300,4004,68
7403,10.642689000,192.168.3.99,192.168.3.20,4004,53300,1380
7404,10.642858000,192.168.3.99,192.168.3.20,4004,53300,1380
7405,10.643442000,192.168.3.99,192.168.3.20,4004,53300,1380
7406,10.644025000,192.168.3.99,192.168.3.20,4004,53300,1380
7407,10.644617000,192.168.3.99,192.168.3.20,4004,53300,1380
7408,10.645211000,192.168.3.99,192.168.3.20,4004,53300,1380
7409,10.645807000,192.168.3.99,192.168.3.20,4004,53300,1380
7410,10.647075000,192.168.3.99,192.168.3.20,4004,53300,1380
7411,10.647392000,192.168.3.20,192.168.3.99,53300,4004,68
7412,10.647588000,192.168.2.20,192.168.2.99,4004,53300,1380
7413,10.647663000,192.168.2.20,192.168.2.99,4004,53300,1380
7414,10.647726000,192.168.2.20,192.168.2.99,4004,53300,252
7415,10.647772000,192.168.2.20,192.168.2.99,4004,53300,1380
7416,10.647832000,192.168.2.20,192.168.2.99,4004,53300,1380
7417,10.647892000,192.168.2.20,192.168.2.99,4004,53300,1380
7418,10.647953000,192.168.2.20,192.168.2.99,4004,53300,1380
7419,10.647962000,192.168.3.99,192.168.3.20,4004,53300,1380
7420,10.648020000,192.168.2.20,192.168.2.99,4004,53300,1380
7421,10.648082000,192.168.2.20,192.168.2.99,4004,53300,1380
7422,10.648141000,192.168.2.20,192.168.2.99,4004,53300,1380
7423,10.648206000,192.168.2.20,192.168.2.99,4004,53300,1380
7424,10.648256000,192.168.3.99,192.168.3.20,4004,53300,1380
7425,10.648264000,192.168.2.20,192.168.2.99,4004,53300,1380
7426,10.648319000,192.168.2.20,192.168.2.99,4004,53300,1380
7427,10.648386000,192.168.2.20,192.168.2.99,4004,53300,440
7428,10.649037000,192.168.3.99,192.168.3.20,4004,53300,1380
7429,10.649973000,192.168.3.99,192.168.3.20,4004,53300,1380
7430,10.650910000,192.168.3.99,192.168.3.20,4004,53300,1380
7431,10.651039000,192.168.3.20,192.168.3.99,53300,4004,68
7432,10.651430000,192.168.3.99,192.168.3.20,4004,53300,1380
7433,10.652177000,192.168.3.99,192.168.3.20,4004,53300,816
7434,10.652365000,192.168.3.99,192.168.3.20,4004,53300,68
7435,10.653324000,192.168.2.99,192.168.2.20,53300,4004,68
7436,10.653459000,192.168.2.20,192.168.2.99,4004,53300,1380
7437,10.654194000,192.168.2.99,192.168.2.20,53300,4004,92
7438,10.654271000,192.168.2.20,192.168.2.99,4004,53300,68
7439,10.657541000,192.168.2.99,192.168.2.20,53300,4004,80
7440,10.659670000,192.168.2.99,192.168.2.20,53300,4004,68
7441,10.659795000,192.168.2.20,192.168.2.99,4004,53300,1380
7442,10.663284000,192.168.2.99,192.168.2.20,53300,4004,68
7443,10.663572000,192.168.2.20,192.168.2.99,4004,53300,1380
7444,10.667723000,192.168.3.99,192.168.3.20,4004,53300,1380
7445,10.669009000,192.168.3.99,192.168.3.20,4004,53300,1380
7446,10.670362000,192.168.3.99,192.168.3.20,4004,53300,1380
7447,10.671178000,192.168.3.99,192.168.3.20,4004,53300,1380
7448,10.671911000,192.168.3.99,192.168.3.20,4004,53300,1380
7449,10.673069000,192.168.3.99,192.168.3.20,4004,53300,1380
7450,10.673877000,192.168.3.99,192.168.3.20,4004,53300,1380
7451,10.673985000,192.168.3.20,192.168.3.99,53300,4004,92
7452,10.674578000,192.168.3.99,192.168.3.20,4004,53300,1380
7453,10.674711000,192.168.3.20,192.168.3.99,53300,4004,88
7454,10.675231000,192.168.3.99,192.168.3.20,4004,53300,1380
7455,10.676320000,192.168.3.99,192.168.3.20,4004,53300,1004
7456,10.677169000,192.168.3.99,192.168.3.20,4004,53300,1380
7457,10.678093000,192.168.3.99,192.168.3.20,4004,53300,68
7458,10.687681000,192.168.2.20,192.168.2.99,4004,53300,1380
7459,10.687848000,192.168.2.20,192.168.2.99,4004,53300,1380
7460,10.687929000,192.168.2.20,192.168.2.99,4004,53300,1380
7461,10.688013000,192.168.2.20,192.168.2.99,4004,53300,1380
7462,10.688099000,192.168.2.20,192.168.2.99,4004,53300,1380
7463,10.688178000,192.168.2.20,192.168.2.99,4004,53300,1380
7464,10.688262000,192.168.2.20,192.168.2.99,4004,53300,1380
7465,10.688357000,192.168.2.20,192.168.2.99,4004,53300,1380
7466,10.688441000,192.168.2.20,192.168.2.99,4004,53300,1380
7467,10.688519000,192.168.2.20,192.168.2.99,4004,53300,1380
7468,10.688619000,192.168.2.20,192.168.2.99,4004,53300,1380
7469,10.688698000,192.168.2.20,192.168.2.99,4004,53300,816
7470,10.691416000,192.168.2.99,192.168.2.20,53300,4004,68
7471,10.691640000,192.168.2.20,192.168.2.99,4004,53300,252
7472,10.693805000,192.168.2.99,192.168.2.20,53300,4004,92
7473,10.693978000,192.168.2.20,192.168.2.99,4004,53300,68
7474,10.694889000,192.168.2.99,192.168.2.20,53300,4004,68
7475,10.695033000,192.168.2.20,192.168.2.99,4004,53300,1380
7476,10.708461000,192.168.3.99,192.168.3.20,4004,53300,1380
7477,10.710062000,192.168.3.99,192.168.3.20,4004,53300,1380
7478,10.710669000,192.168.3.99,192.168.3.20,4004,53300,1380
7479,10.711236000,192.168.3.99,192.168.3.20,4004,53300,1380
7480,10.711833000,192.168.3.99,192.168.3.20,4004,53300,1380
7481,10.711983000,192.168.3.20,192.168.3.99,53300,4004,92
7482,10.712432000,192.168.3.99,192.168.3.20,4004,53300,1380
7483,10.712975000,192.168.3.99,192.168.3.20,4004,53300,1380
7484,10.713560000,192.168.3.99,192.168.3.20,4004,53300,1380
7485,10.715855000,192.168.3.99,192.168.3.20,4004,53300,1380
7486,10.716205000,192.168.3.99,192.168.3.20,4004,53300,1380
7487,10.716641000,192.168.3.20,192.168.3.99,53300,4004,68
7488,10.717450000,192.168.3.99,192.168.3.20,4004,53300,1380
7489,10.718074000,192.168.3.99,192.168.3.20,4004,53300,1380
7490,10.718326000,192.168.3.99,192.168.3.20,4004,53300,1380
7491,10.718491000,192.168.3.99,192.168.3.20,4004,53300,1380
7492,10.719234000,192.168.3.99,192.168.3.20,4004,53300,1380
7493,10.719443000,192.168.3.99,192.168.3.20,4004,53300,1380
7494,10.719927000,192.168.3.99,192.168.3.20,4004,53300,1380
7495,10.720503000,192.168.3.99,192.168.3.20,4004,53300,1380
7496,10.721078000,192.168.3.99,192.168.3.20,4004,53300,1380
7497,10.721628000,192.168.3.99,192.168.3.20,4004,53300,1380
7498,10.722236000,192.168.3.99,192.168.3.20,4004,53300,1380
7499,10.722808000,192.168.3.99,192.168.3.20,4004,53300,1380
7500,10.723400000,192.168.3.99,192.168.3.20,4004,53300,1380
7501,10.723999000,192.168.3.99,192.168.3.20,4004,53300,1380
7502,10.724595000,192.168.3.99,192.168.3.20,4004,53300,1380
7503,10.725160000,192.168.3.99,192.168.3.20,4004,53300,1380
7504,10.725751000,192.168.3.99,192.168.3.20,4004,53300,1380
7505,10.726405000,192.168.3.99,192.168.3.20,4004,53300,1380
7506,10.726625000,192.168.3.99,192.168.3.20,4004,53300,68
7507,10.727471000,192.168.3.99,192.168.3.20,4004,53300,1380
7508,10.727678000,192.168.2.20,192.168.2.99,4004,53300,1380
7509,10.727817000,192.168.2.20,192.168.2.99,4004,53300,1380
7510,10.727893000,192.168.2.20,192.168.2.99,4004,53300,1380
7511,10.727969000,192.168.2.20,192.168.2.99,4004,53300,1380
7512,10.728036000,192.168.2.20,192.168.2.99,4004,53300,1380
7513,10.728107000,192.168.2.20,192.168.2.99,4004,53300,1380
7514,10.728174000,192.168.2.20,192.168.2.99,4004,53300,1380
7515,10.728237000,192.168.2.20,192.168.2.99,4004,53300,1380
7516,10.728300000,192.168.2.20,192.168.2.99,4004,53300,1380
7517,10.728369000,192.168.2.20,192.168.2.99,4004,53300,1380
7518,10.728436000,192.168.2.20,192.168.2.99,4004,53300,1380
7519,10.728509000,192.168.3.99,192.168.3.20,4004,53300,1380
7520,10.728525000,192.168.2.20,192.168.2.99,4004,53300,1380
7521,10.728611000,192.168.2.20,192.168.2.99,4004,53300,1380
7522,10.728681000,192.168.2.20,192.168.2.99,4004,53300,1380
7523,10.728755000,192.168.2.20,192.168.2.99,4004,53300,1380
7524,10.728828000,192.168.2.20,192.168.2.99,4004,53300,1380
7525,10.728896000,192.168.2.20,192.168.2.99,4004,53300,1380
7526,10.728960000,192.168.2.20,192.168.2.99,4004,53300,1380
7527,10.729021000,192.168.2.20,192.168.2.99,4004,53300,1380
7528,10.729094000,192.168.2.20,192.168.2.99,4004,53300,1380
7529,10.729156000,192.168.2.20,192.168.2.99,4004,53300,1380
7530,10.729219000,192.168.2.20,192.168.2.99,4004,53300,1380
7531,10.729287000,192.168.2.20,192.168.2.99,4004,53300,1380
7532,10.729355000,192.168.2.20,192.168.2.99,4004,53300,1380
7533,10.729395000,192.168.3.99,192.168.3.20,4004,53300,816
7534,10.729423000,192.168.2.20,192.168.2.99,4004,53300,1380
7535,10.729492000,192.168.3.99,192.168.3.20,4004,53300,1380
7536,10.729502000,192.168.2.20,192.168.2.99,4004,53300,1380
7537,10.729565000,192.168.2.20,192.168.2.99,4004,53300,1380
7538,10.729663000,192.168.2.20,192.168.2.99,4004,53300,1380
7539,10.729725000,192.168.2.20,192.168.2.99,4004,53300,1380
7540,10.729791000,192.168.2.20,192.168.2.99,4004,53300,628
7541,10.731008000,192.168.2.99,192.168.2.20,53300,4004,68
7542,10.731198000,192.168.2.20,192.168.2.99,4004,53300,1380
