frame.number,frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len
19081,107.522355000,192.168.2.20,192.168.2.20,1935,37432,72
19082,107.555212000,192.168.2.20,192.168.2.20,37432,1935,80
19083,107.555357000,192.168.2.20,192.168.2.20,1935,37432,72
19084,107.555438000,192.168.2.20,192.168.2.20,37432,1935,2669
19085,107.555506000,192.168.2.20,192.168.2.20,1935,37432,72
19086,107.589061000,192.168.2.20,192.168.2.20,37432,1935,80
19087,107.589165000,192.168.2.20,192.168.2.20,1935,37432,72
19088,107.589222000,192.168.2.20,192.168.2.20,37432,1935,21327
19089,107.589304000,192.168.2.20,192.168.2.20,1935,37432,72
19090,107.589346000,192.168.2.20,192.168.2.20,37432,1935,6535
19091,107.589390000,192.168.2.20,192.168.2.20,1935,37432,72
19092,107.618777000,192.168.2.99,192.168.2.20,56806,1935,72
19093,107.618929000,192.168.2.20,192.168.2.99,1935,56806,1520
19094,107.618957000,192.168.2.20,192.168.2.99,1935,56806,1520
19095,107.618994000,192.168.2.20,192.168.2.99,1935,56806,1520
19096,107.619018000,192.168.2.20,192.168.2.99,1935,56806,1520
19097,107.623017000,192.168.2.20,192.168.2.20,37432,1935,80
19098,107.623114000,192.168.2.20,192.168.2.20,1935,37432,72
19099,107.623152000,192.168.2.20,192.168.2.20,37432,1935,2444
19100,107.623194000,192.168.2.20,192.168.2.20,1935,37432,72
19101,107.655990000,192.168.2.20,192.168.2.20,37432,1935,80
19102,107.656117000,192.168.2.20,192.168.2.20,1935,37432,72
19103,107.656179000,192.168.2.20,192.168.2.20,37432,1935,2535
19104,107.656244000,192.168.2.20,192.168.2.20,1935,37432,72
19105,107.689423000,192.168.2.20,192.168.2.20,37432,1935,80
19106,107.689516000,192.168.2.20,192.168.2.20,1935,37432,72
19107,107.689568000,192.168.2.20,192.168.2.20,37432,1935,22244
19108,107.689643000,192.168.2.20,192.168.2.20,1935,37432,72
19109,107.719759000,192.168.3.99,192.168.3.20,1935,56806,1520
19110,107.720820000,192.168.3.99,192.168.3.20,1935,56806,1520
19111,107.720936000,192.168.3.20,192.168.3.99,56806,1935,72
19112,107.721516000,192.168.3.99,192.168.3.20,1935,56806,1520
19113,107.722104000,192.168.2.20,192.168.2.20,37432,1935,80
19114,107.722142000,192.168.3.99,192.168.3.20,1935,56806,1520
19115,107.722182000,192.168.3.20,192.168.3.99,56806,1935,72
19116,107.722191000,192.168.2.20,192.168.2.20,1935,37432,72
19117,107.722230000,192.168.2.20,192.168.2.20,37432,1935,2214
19118,107.722273000,192.168.2.20,192.168.2.20,1935,37432,72
19119,107.755557000,192.168.2.20,192.168.2.20,37432,1935,80
19120,107.755756000,192.168.2.20,192.168.2.20,1935,37432,72
19121,107.755886000,192.168.2.20,192.168.2.20,37432,1935,27065
19122,107.756078000,192.168.2.20,192.168.2.20,1935,37432,72
19123,107.789076000,192.168.2.20,192.168.2.20,37432,1935,80
19124,107.789216000,192.168.2.20,192.168.2.20,1935,37432,72
19125,107.789294000,192.168.2.20,192.168.2.20,37432,1935,2498
19126,107.789374000,192.168.2.20,192.168.2.20,1935,37432,72
19127,107.822308000,192.168.2.99,192.168.2.20,56806,1935,72
19128,107.822354000,192.168.2.20,192.168.2.20,37432,1935,80
19129,107.822393000,192.168.2.20,192.168.2.99,1935,56806,1520
19130,107.822426000,192.168.2.20,192.168.2.99,1935,56806,1520
19131,107.822496000,192.168.2.20,192.168.2.20,1935,37432,72
19132,107.822556000,192.168.2.20,192.168.2.20,37432,1935,2215
19133,107.822622000,192.168.2.20,192.168.2.20,1935,37432,72
19134,107.823331000,192.168.2.99,192.168.2.20,56806,1935,72
19135,107.823385000,192.168.2.20,192.168.2.99,1935,56806,1520
19136,107.823398000,192.168.2.20,192.168.2.99,1935,56806,1520
19137,107.856459000,192.168.2.20,192.168.2.20,37432,1935,80
19138,107.856591000,192.168.2.20,192.168.2.20,1935,37432,72
19139,107.856668000,192.168.2.20,192.168.2.20,37432,1935,30024
19140,107.856780000,192.168.2.20,192.168.2.20,1935,37432,72
19141,107.888558000,192.168.2.20,192.168.2.20,37432,1935,80
19142,107.888703000,192.168.2.20,192.168.2.20,1935,37432,72
19143,107.888768000,192.168.2.20,192.168.2.20,37432,1935,3523
19144,107.888837000,192.168.2.20,192.168.2.20,1935,37432,72
19145,107.922643000,192.168.2.20,192.168.2.20,37432,1935,80
19146,107.922774000,192.168.2.20,192.168.2.20,1935,37432,72
19147,107.922837000,192.168.2.20,192.168.2.20,37432,1935,2843
19148,107.922919000,192.168.2.20,192.168.2.20,1935,37432,72
19149,107.924175000,192.168.3.99,192.168.3.20,1935,56806,1520
19150,107.924768000,192.168.3.99,192.168.3.20,1935,56806,1520
19151,107.924801000,192.168.3.20,192.168.3.99,56806,1935,72
19152,107.925458000,192.168.3.99,192.168.3.20,1935,56806,1520
19153,107.926131000,192.168.3.99,192.168.3.20,1935,56806,1520
19154,107.926179000,192.168.3.20,192.168.3.99,56806,1935,72
19155,107.955102000,192.168.2.20,192.168.2.20,37432,1935,80
19156,107.955230000,192.168.2.20,192.168.2.20,1935,37432,72
19157,107.955306000,192.168.2.20,192.168.2.20,37432,1935,30449
19158,107.955416000,192.168.2.20,192.168.2.20,1935,37432,72
19159,107.988943000,192.168.2.20,192.168.2.20,37432,1935,80
19160,107.989086000,192.168.2.20,192.168.2.20,1935,37432,72
19161,107.989147000,192.168.2.20,192.168.2.20,37432,1935,2976
19162,107.989213000,192.168.2.20,192.168.2.20,1935,37432,72
19163,108.022350000,192.168.2.20,192.168.2.20,37432,1935,80
19164,108.022486000,192.168.2.20,192.168.2.20,1935,37432,72
19165,108.022547000,192.168.2.20,192.168.2.20,37432,1935,3243
19166,108.022616000,192.168.2.20,192.168.2.20,1935,37432,72
19167,108.025765000,192.168.2.99,192.168.2.20,56806,1935,72
19168,108.025942000,192.168.2.20,192.168.2.99,1935,56806,1520
19169,108.025966000,192.168.2.20,192.168.2.99,1935,56806,1520
19170,108.027268000,192.168.2.99,192.168.2.20,56806,1935,72
19171,108.027476000,192.168.2.20,192.168.2.99,1935,56806,1520
19172,108.027492000,192.168.2.20,192.168.2.99,1935,56806,1520
19173,108.055765000,192.168.2.20,192.168.2.20,37432,1935,80
19174,108.055933000,192.168.2.20,192.168.2.20,1935,37432,72
19175,108.056029000,192.168.2.20,192.168.2.20,37432,1935,25060
19176,108.056172000,192.168.2.20,192.168.2.20,1935,37432,72
19177,108.056242000,192.168.2.20,192.168.2.20,37432,1935,7258
19178,108.056322000,192.168.2.20,192.168.2.20,1935,37432,72
19179,108.089185000,192.168.2.20,192.168.2.20,37432,1935,80
19180,108.089317000,192.168.2.20,192.168.2.20,1935,37432,72
19181,108.089381000,192.168.2.20,192.168.2.20,37432,1935,8552
19182,108.089466000,192.168.2.20,192.168.2.20,1935,37432,72
19183,108.122292000,192.168.2.20,192.168.2.20,37432,1935,80
19184,108.122418000,192.168.2.20,192.168.2.20,1935,37432,72
19185,108.122484000,192.168.2.20,192.168.2.20,37432,1935,3285
19186,108.122551000,192.168.2.20,192.168.2.20,1935,37432,72
19187,108.126762000,192.168.3.99,192.168.3.20,1935,56806,1520
19188,108.128926000,192.168.3.99,192.168.3.20,1935,56806,1520
19189,108.129036000,192.168.3.20,192.168.3.99,56806,1935,72
19190,108.129855000,192.168.3.99,192.168.3.20,1935,56806,1520
19191,108.130920000,192.168.3.99,192.168.3.20,1935,56806,1520
19192,108.131013000,192.168.3.20,192.168.3.99,56806,1935,72
19193,108.155679000,192.168.2.20,192.168.2.20,37432,1935,80
19194,108.155810000,192.168.2.20,192.168.2.20,1935,37432,72
19195,108.155885000,192.168.2.20,192.168.2.20,37432,1935,3737
19196,108.155959000,192.168.2.20,192.168.2.20,1935,37432,72
19197,108.189267000,192.168.2.20,192.168.2.20,37432,1935,80
19198,108.189360000,192.168.2.20,192.168.2.20,1935,37432,72
19199,108.189405000,192.168.2.20,192.168.2.20,37432,1935,13200
19200,108.189482000,192.168.2.20,192.168.2.20,1935,37432,72
19201,108.189520000,192.168.2.20,192.168.2.20,37432,1935,24417
19202,108.189565000,192.168.2.20,192.168.2.20,1935,37432,72
19203,108.222428000,192.168.2.20,192.168.2.20,37432,1935,80
19204,108.222530000,192.168.2.20,192.168.2.20,1935,37432,72
19205,108.222570000,192.168.2.20,192.168.2.20,37432,1935,5663
19206,108.222617000,192.168.2.20,192.168.2.20,1935,37432,72
19207,108.230483000,192.168.2.99,192.168.2.20,56806,1935,72
19208,108.230620000,192.168.2.20,192.168.2.99,1935,56806,1520
19209,108.230646000,192.168.2.20,192.168.2.99,1935,56806,1520
19210,108.231957000,192.168.2.99,192.168.2.20,56806,1935,72
19211,108.232032000,192.168.2.20,192.168.2.99,1935,56806,1520
19212,108.232044000,192.168.2.20,192.168.2.99,1935,56806,1520
19213,108.255798000,192.168.2.20,192.168.2.20,37432,1935,80
19214,108.255931000,192.168.2.20,192.168.2.20,1935,37432,72
19215,108.255996000,192.168.2.20,192.168.2.20,37432,1935,3231
19216,108.256064000,192.168.2.20,192.168.2.20,1935,37432,72
19217,108.289787000,192.168.2.20,192.168.2.20,37432,1935,80
19218,108.289897000,192.168.2.20,192.168.2.20,1935,37432,72
19219,108.289962000,192.168.2.20,192.168.2.20,37432,1935,20962
19220,108.290039000,192.168.2.20,192.168.2.20,1935,37432,72
19221,108.290080000,192.168.2.20,192.168.2.20,37432,1935,12986
19222,108.290126000,192.168.2.20,192.168.2.20,1935,37432,72
19223,108.322740000,192.168.2.20,192.168.2.20,37432,1935,80
19224,108.322853000,192.168.2.20,192.168.2.20,1935,37432,72
19225,108.322903000,192.168.2.20,192.168.2.20,37432,1935,3151
19226,108.322955000,192.168.2.20,192.168.2.20,1935,37432,72
19227,108.331397000,192.168.3.99,192.168.3.20,1935,56806,1520
19228,108.332698000,192.168.3.99,192.168.3.20,1935,56806,1520
19229,108.332798000,192.168.3.20,192.168.3.99,56806,1935,72
19230,108.333292000,192.168.3.99,192.168.3.20,1935,56806,1520
19231,108.333934000,192.168.3.99,192.168.3.20,1935,56806,1520
19232,108.333977000,192.168.3.20,192.168.3.99,56806,1935,72
19233,108.355573000,192.168.2.20,192.168.2.20,37432,1935,80
19234,108.355706000,192.168.2.20,192.168.2.20,1935,37432,72
19235,108.355767000,192.168.2.20,192.168.2.20,37432,1935,3049
19236,108.355832000,192.168.2.20,192.168.2.20,1935,37432,72
19237,108.388899000,192.168.2.20,192.168.2.20,37432,1935,80
19238,108.389029000,192.168.2.20,192.168.2.20,1935,37432,72
19239,108.389108000,192.168.2.20,192.168.2.20,37432,1935,31818
19240,108.389219000,192.168.2.20,192.168.2.20,1935,37432,72
19241,108.422265000,192.168.2.20,192.168.2.20,37432,1935,80
19242,108.422397000,192.168.2.20,192.168.2.20,1935,37432,72
19243,108.422434000,192.168.2.20,192.168.2.20,37432,1935,3620
19244,108.422475000,192.168.2.20,192.168.2.20,1935,37432,72
19245,108.434827000,192.168.2.99,192.168.2.20,56806,1935,72
19246,108.434992000,192.168.2.20,192.168.2.99,1935,56806,1520
19247,108.435020000,192.168.2.20,192.168.2.99,1935,56806,1520
19248,108.435056000,192.168.2.20,192.168.2.99,1935,56806,1520
19249,108.435081000,192.168.2.20,192.168.2.99,1935,56806,1520
19250,108.435112000,192.168.2.20,192.168.2.99,1935,56806,1520
19251,108.435137000,192.168.2.20,192.168.2.99,1935,56806,1520
19252,108.455560000,192.168.2.20,192.168.2.20,37432,1935,80
19253,108.455648000,192.168.2.20,192.168.2.20,1935,37432,72
19254,108.455679000,192.168.2.20,192.168.2.20,37432,1935,3021
19255,108.455711000,192.168.2.20,192.168.2.20,1935,37432,72
19256,108.489008000,192.168.2.20,192.168.2.20,37432,1935,80
19257,108.489148000,192.168.2.20,192.168.2.20,1935,37432,72
19258,108.489238000,192.168.2.20,192.168.2.20,37432,1935,25389
19259,108.489389000,192.168.2.20,192.168.2.20,1935,37432,72
19260,108.489459000,192.168.2.20,192.168.2.20,37432,1935,15857
19261,108.489539000,192.168.2.20,192.168.2.20,1935,37432,72
19262,108.522326000,192.168.2.20,192.168.2.20,37432,1935,80
19263,108.522473000,192.168.2.20,192.168.2.20,1935,37432,72
19264,108.522536000,192.168.2.20,192.168.2.20,37432,1935,7080
19265,108.522621000,192.168.2.20,192.168.2.20,1935,37432,72
19266,108.536156000,192.168.3.99,192.168.3.20,1935,56806,1520
19267,108.536768000,192.168.3.99,192.168.3.20,1935,56806,1520
19268,108.536826000,192.168.3.20,192.168.3.99,56806,1935,72
19269,108.537566000,192.168.3.99,192.168.3.20,1935,56806,1520
19270,108.538068000,192.168.3.99,192.168.3.20,1935,56806,1520
19271,108.538101000,192.168.3.20,192.168.3.99,56806,1935,72
19272,108.538784000,192.168.3.99,192.168.3.20,1935,56806,1520
19273,108.539415000,192.168.3.99,192.168.3.20,1935,56806,1520
19274,108.539442000,192.168.3.20,192.168.3.99,56806,1935,72
19275,108.555960000,192.168.2.20,192.168.2.20,37432,1935,80
19276,108.556054000,192.168.2.20,192.168.2.20,1935,37432,72
19277,108.556098000,192.168.2.20,192.168.2.20,37432,1935,5583
19278,108.556155000,192.168.2.20,192.168.2.20,1935,37432,72
19279,108.589159000,192.168.2.20,192.168.2.20,37432,1935,80
19280,108.589263000,192.168.2.20,192.168.2.20,1935,37432,72
19281,108.589301000,192.168.2.20,192.168.2.20,37432,1935,3551
19282,108.589334000,192.168.2.20,192.168.2.20,1935,37432,72
19283,108.622473000,192.168.2.20,192.168.2.20,37432,1935,80
19284,108.622613000,192.168.2.20,192.168.2.20,1935,37432,72
19285,108.622726000,192.168.2.20,192.168.2.20,37432,1935,29130
19286,108.622866000,192.168.2.20,192.168.2.20,1935,37432,72
19287,108.622903000,192.168.2.20,192.168.2.20,37432,1935,6507
19288,108.622948000,192.168.2.20,192.168.2.20,1935,37432,72
19289,108.638315000,192.168.2.99,192.168.2.20,56806,1935,72
19290,108.638459000,192.168.2.20,192.168.2.99,1935,56806,1520
19291,108.638486000,192.168.2.20,192.168.2.99,1935,56806,1520
19292,108.639072000,192.168.2.99,192.168.2.20,56806,1935,72
19293,108.639096000,192.168.2.20,192.168.2.99,1935,56806,1520
19294,108.639108000,192.168.2.20,192.168.2.99,1935,56806,1520
19295,108.640001000,192.168.2.99,192.168.2.20,56806,1935,72
19296,108.640034000,192.168.2.20,192.168.2.99,1935,56806,1520
19297,108.640046000,192.168.2.20,192.168.2.99,1935,56806,1520
19298,108.655638000,192.168.2.20,192.168.2.20,37432,1935,80
19299,108.655746000,192.168.2.20,192.168.2.20,1935,37432,72
19300,108.655793000,192.168.2.20,192.168.2.20,37432,1935,6539
19301,108.655860000,192.168.2.20,192.168.2.20,1935,37432,72
19302,108.689520000,192.168.2.20,192.168.2.20,37432,1935,80
19303,108.689632000,192.168.2.20,192.168.2.20,1935,37432,72
19304,108.689664000,192.168.2.20,192.168.2.20,37432,1935,3602
19305,108.689697000,192.168.2.20,192.168.2.20,1935,37432,72
19306,108.723215000,192.168.2.20,192.168.2.20,37432,1935,80
19307,108.723328000,192.168.2.20,192.168.2.20,1935,37432,72
19308,108.723366000,192.168.2.20,192.168.2.20,37432,1935,4258
19309,108.723422000,192.168.2.20,192.168.2.20,1935,37432,72
19310,108.739924000,192.168.3.99,192.168.3.20,1935,56806,1520
19311,108.740864000,192.168.3.99,192.168.3.20,1935,56806,1520
19312,108.740946000,192.168.3.20,192.168.3.99,56806,1935,72
19313,108.741773000,192.168.3.99,192.168.3.20,1935,56806,1520
19314,108.742076000,192.168.3.99,192.168.3.20,1935,56806,1520
19315,108.742146000,192.168.3.20,192.168.3.99,56806,1935,72
19316,108.742606000,192.168.3.99,192.168.3.20,1935,56806,1520
19317,108.743191000,192.168.3.99,192.168.3.20,1935,56806,1520
19318,108.743216000,192.168.3.20,192.168.3.99,56806,1935,72
19319,108.755623000,192.168.2.20,192.168.2.20,37432,1935,80
19320,108.755718000,192.168.2.20,192.168.2.20,1935,37432,72
19321,108.755768000,192.168.2.20,192.168.2.20,37432,1935,20933
19322,108.755850000,192.168.2.20,192.168.2.20,1935,37432,72
19323,108.755890000,192.168.2.20,192.168.2.20,37432,1935,17083
19324,108.755941000,192.168.2.20,192.168.2.20,1935,37432,72
19325,108.788811000,192.168.2.20,192.168.2.20,37432,1935,80
19326,108.788916000,192.168.2.20,192.168.2.20,1935,37432,72
19327,108.788958000,192.168.2.20,192.168.2.20,37432,1935,8539
19328,108.789019000,192.168.2.20,192.168.2.20,1935,37432,72
19329,108.822210000,192.168.2.20,192.168.2.20,37432,1935,80
19330,108.822340000,192.168.2.20,192.168.2.20,1935,37432,72
19331,108.822377000,192.168.2.20,192.168.2.20,37432,1935,2828
19332,108.822409000,192.168.2.20,192.168.2.20,1935,37432,72
19333,108.842171000,192.168.2.99,192.168.2.20,56806,1935,72
19334,108.842286000,192.168.2.20,192.168.2.99,1935,56806,1520
19335,108.842306000,192.168.2.20,192.168.2.99,1935,56806,1520
19336,108.842699000,192.168.2.99,192.168.2.20,56806,1935,72
19337,108.842740000,192.168.2.20,192.168.2.99,1935,56806,1520
19338,108.842752000,192.168.2.20,192.168.2.99,1935,56806,1520
19339,108.843851000,192.168.2.99,192.168.2.20,56806,1935,72
19340,108.843936000,192.168.2.20,192.168.2.99,1935,56806,1520
19341,108.843949000,192.168.2.20,192.168.2.99,1935,56806,1520
19342,108.856201000,192.168.2.20,192.168.2.20,37432,1935,80
19343,108.856395000,192.168.2.20,192.168.2.20,1935,37432,72
19344,108.856469000,192.168.2.20,192.168.2.20,37432,1935,3862
19345,108.856549000,192.168.2.20,192.168.2.20,1935,37432,72
19346,108.889510000,192.168.2.20,192.168.2.20,37432,1935,80
19347,108.889593000,192.168.2.20,192.168.2.20,1935,37432,72
19348,108.889632000,192.168.2.20,192.168.2.20,37432,1935,5030
19349,108.889685000,192.168.2.20,192.168.2.20,1935,37432,72
19350,108.889733000,192.168.2.20,192.168.2.20,37432,1935,31725
19351,108.889789000,192.168.2.20,192.168.2.20,1935,37432,72
19352,108.922752000,192.168.2.20,192.168.2.20,37432,1935,80
19353,108.922885000,192.168.2.20,192.168.2.20,1935,37432,72
19354,108.922933000,192.168.2.20,192.168.2.20,37432,1935,4966
19355,108.922988000,192.168.2.20,192.168.2.20,1935,37432,72
19356,108.943488000,192.168.3.99,192.168.3.20,1935,56806,1520
19357,108.944565000,192.168.3.99,192.168.3.20,1935,56806,1520
19358,108.944620000,192.168.3.20,192.168.3.99,56806,1935,72
19359,108.945228000,192.168.3.99,192.168.3.20,1935,56806,1520
19360,108.945880000,192.168.3.99,192.168.3.20,1935,56806,1520
19361,108.945915000,192.168.3.20,192.168.3.99,56806,1935,72
19362,108.946527000,192.168.3.99,192.168.3.20,1935,56806,1520
19363,108.947150000,192.168.3.99,192.168.3.20,1935,56806,1520
19364,108.947181000,192.168.3.20,192.168.3.99,56806,1935,72
19365,108.955569000,192.168.2.20,192.168.2.20,37432,1935,80
19366,108.955699000,192.168.2.20,192.168.2.20,1935,37432,72
19367,108.955776000,192.168.2.20,192.168.2.20,37432,1935,4414
19368,108.955886000,192.168.2.20,192.168.2.20,1935,37432,72
19369,108.988947000,192.168.2.20,192.168.2.20,37432,1935,80
19370,108.989031000,192.168.2.20,192.168.2.20,1935,37432,72
19371,108.989061000,192.168.2.20,192.168.2.20,37432,1935,2893
19372,108.989093000,192.168.2.20,192.168.2.20,1935,37432,72
19373,109.021911000,192.168.2.20,192.168.2.20,37432,1935,80
19374,109.022018000,192.168.2.20,192.168.2.20,1935,37432,72
19375,109.022057000,192.168.2.20,192.168.2.20,37432,1935,4864
19376,109.022114000,192.168.2.20,192.168.2.20,1935,37432,72
19377,109.022171000,192.168.2.20,192.168.2.20,37432,1935,27438
19378,109.022235000,192.168.2.20,192.168.2.20,1935,37432,72
19379,109.045745000,192.168.2.99,192.168.2.20,56806,1935,72
19380,109.045868000,192.168.2.20,192.168.2.99,1935,56806,1520
19381,109.045881000,192.168.2.20,192.168.2.99,1935,56806,1520
19382,109.046469000,192.168.2.99,192.168.2.20,56806,1935,72
19383,109.046503000,192.168.2.20,192.168.2.99,1935,56806,1520
19384,109.046516000,192.168.2.20,192.168.2.99,1935,56806,1520
19385,109.047621000,192.168.2.99,192.168.2.20,56806,1935,72
19386,109.047670000,192.168.2.20,192.168.2.99,1935,56806,1520
19387,109.047682000,192.168.2.20,192.168.2.99,1935,56806,1520
19388,109.055384000,192.168.2.20,192.168.2.20,37432,1935,80
19389,109.055497000,192.168.2.20,192.168.2.20,1935,37432,72
19390,109.055545000,192.168.2.20,192.168.2.20,37432,1935,3009
19391,109.055587000,192.168.2.20,192.168.2.20,1935,37432,72
19392,109.088854000,192.168.2.20,192.168.2.20,37432,1935,80
19393,109.088956000,192.168.2.20,192.168.2.20,1935,37432,72
19394,109.089003000,192.168.2.20,192.168.2.20,37432,1935,3310
19395,109.089044000,192.168.2.20,192.168.2.20,1935,37432,72
19396,109.122359000,192.168.2.20,192.168.2.20,37432,1935,80
19397,109.122462000,192.168.2.20,192.168.2.20,1935,37432,72
19398,109.122500000,192.168.2.20,192.168.2.20,37432,1935,810
19399,109.122540000,192.168.2.20,192.168.2.20,1935,37432,72
19400,109.122581000,192.168.2.20,192.168.2.20,37432,1935,16467
19401,109.122640000,192.168.2.20,192.168.2.20,1935,37432,72
19402,109.122680000,192.168.2.20,192.168.2.20,37432,1935,16061
19403,109.122728000,192.168.2.20,192.168.2.20,1935,37432,72
19404,109.146943000,192.168.3.99,192.168.3.20,1935,56806,1520
19405,109.147647000,192.168.3.99,192.168.3.20,1935,56806,1520
19406,109.147704000,192.168.3.20,192.168.3.99,56806,1935,72
19407,109.148638000,192.168.3.99,192.168.3.20,1935,56806,1520
19408,109.149241000,192.168.3.99,192.168.3.20,1935,56806,1520
19409,109.149269000,192.168.3.20,192.168.3.99,56806,1935,72
19410,109.149837000,192.168.3.99,192.168.3.20,1935,56806,1520
19411,109.150428000,192.168.3.99,192.168.3.20,1935,56806,1520
19412,109.150456000,192.168.3.20,192.168.3.99,56806,1935,72
19413,109.155992000,192.168.2.20,192.168.2.20,37432,1935,80
19414,109.156126000,192.168.2.20,192.168.2.20,1935,37432,72
19415,109.156190000,192.168.2.20,192.168.2.20,37432,1935,5005
19416,109.156274000,192.168.2.20,192.168.2.20,1935,37432,72
19417,109.188656000,192.168.2.20,192.168.2.20,37432,1935,80
19418,109.188741000,192.168.2.20,192.168.2.20,1935,37432,72
19419,109.188782000,192.168.2.20,192.168.2.20,37432,1935,4653
19420,109.188830000,192.168.2.20,192.168.2.20,1935,37432,72
19421,109.222073000,192.168.2.20,192.168.2.20,37432,1935,80
19422,109.222197000,192.168.2.20,192.168.2.20,1935,37432,72
19423,109.222259000,192.168.2.20,192.168.2.20,37432,1935,2511
19424,109.222325000,192.168.2.20,192.168.2.20,1935,37432,72
19425,109.250385000,192.168.2.99,192.168.2.20,56806,1935,72
19426,109.250529000,192.168.2.20,192.168.2.99,1935,56806,1520
19427,109.250555000,192.168.2.20,192.168.2.99,1935,56806,1520
19428,109.250602000,192.168.2.20,192.168.2.99,1935,56806,1520
19429,109.250631000,192.168.2.20,192.168.2.99,1935,56806,1520
19430,109.251287000,192.168.2.99,192.168.2.20,56806,1935,72
19431,109.251338000,192.168.2.20,192.168.2.99,1935,56806,1520
19432,109.251351000,192.168.2.20,192.168.2.99,1935,56806,1520
19433,109.251366000,192.168.2.20,192.168.2.99,1935,56806,1520
19434,109.255408000,192.168.2.20,192.168.2.20,37432,1935,80
19435,109.255495000,192.168.2.20,192.168.2.20,1935,37432,72
19436,109.255532000,192.168.2.20,192.168.2.20,37432,1935,9005
19437,109.255591000,192.168.2.20,192.168.2.20,1935,37432,72
19438,109.255627000,192.168.2.20,192.168.2.20,37432,1935,24269
19439,109.255668000,192.168.2.20,192.168.2.20,1935,37432,72
19440,109.289003000,192.168.2.20,192.168.2.20,37432,1935,80
19441,109.289137000,192.168.2.20,192.168.2.20,1935,37432,72
19442,109.289201000,192.168.2.20,192.168.2.20,37432,1935,2685
19443,109.289268000,192.168.2.20,192.168.2.20,1935,37432,72
19444,109.322253000,192.168.2.20,192.168.2.20,37432,1935,80
19445,109.322384000,192.168.2.20,192.168.2.20,1935,37432,72
19446,109.322447000,192.168.2.20,192.168.2.20,37432,1935,2730
19447,109.322515000,192.168.2.20,192.168.2.20,1935,37432,72
19448,109.352171000,192.168.3.99,192.168.3.20,1935,56806,1520
19449,109.352752000,192.168.3.99,192.168.3.20,1935,56806,1520
19450,109.352833000,192.168.3.20,192.168.3.99,56806,1935,72
19451,109.353599000,192.168.3.99,192.168.3.20,1935,56806,1520
19452,109.353989000,192.168.3.99,192.168.3.20,1935,56806,1520
19453,109.354020000,192.168.3.20,192.168.3.99,56806,1935,72
19454,109.354641000,192.168.3.99,192.168.3.20,1935,56806,1520
19455,109.355376000,192.168.3.99,192.168.3.20,1935,56806,1520
19456,109.355445000,192.168.3.20,192.168.3.99,56806,1935,72
19457,109.355491000,192.168.2.20,192.168.2.20,37432,1935,80
19458,109.355584000,192.168.2.20,192.168.2.20,1935,37432,72
19459,109.355630000,192.168.2.20,192.168.2.20,37432,1935,8661
19460,109.355691000,192.168.2.20,192.168.2.20,1935,37432,72
19461,109.355742000,192.168.2.20,192.168.2.20,37432,1935,18385
19462,109.355793000,192.168.2.20,192.168.2.20,1935,37432,72
19463,109.356023000,192.168.3.99,192.168.3.20,1935,56806,1520
19464,109.388936000,192.168.2.20,192.168.2.20,37432,1935,80
19465,109.389031000,192.168.2.20,192.168.2.20,1935,37432,72
19466,109.389068000,192.168.2.20,192.168.2.20,37432,1935,2362
19467,109.389109000,192.168.2.20,192.168.2.20,1935,37432,72
19468,109.396870000,192.168.3.20,192.168.3.99,56806,1935,72
19469,109.422352000,192.168.2.20,192.168.2.20,37432,1935,80
19470,109.422469000,192.168.2.20,192.168.2.20,1935,37432,72
19471,109.422501000,192.168.2.20,192.168.2.20,37432,1935,2438
19472,109.422534000,192.168.2.20,192.168.2.20,1935,37432,72
19473,109.454078000,192.168.2.99,192.168.2.20,56806,1935,72
19474,109.454280000,192.168.2.20,192.168.2.99,1935,56806,1520
19475,109.454316000,192.168.2.20,192.168.2.99,1935,56806,1520
19476,109.454900000,192.168.2.99,192.168.2.20,56806,1935,72
19477,109.454977000,192.168.2.20,192.168.2.99,1935,56806,1520
19478,109.454990000,192.168.2.20,192.168.2.99,1935,56806,1520
19479,109.455999000,192.168.2.20,192.168.2.20,37432,1935,80
19480,109.456110000,192.168.2.20,192.168.2.20,1935,37432,72
19481,109.456172000,192.168.2.20,192.168.2.20,37432,1935,16827
19482,109.456254000,192.168.2.20,192.168.2.20,1935,37432,72
19483,109.456304000,192.168.2.20,192.168.2.20,37432,1935,9700
19484,109.456349000,192.168.2.99,192.168.2.20,56806,1935,72
19485,109.456358000,192.168.2.20,192.168.2.20,1935,37432,72
19486,109.456391000,192.168.2.20,192.168.2.99,1935,56806,1520
19487,109.456407000,192.168.2.20,192.168.2.99,1935,56806,1520
19488,109.488924000,192.168.2.20,192.168.2.20,37432,1935,80
19489,109.489051000,192.168.2.20,192.168.2.20,1935,37432,72
19490,109.489091000,192.168.2.20,192.168.2.20,37432,1935,2984
19491,109.489134000,192.168.2.20,192.168.2.20,1935,37432,72
19492,109.497778000,192.168.2.99,192.168.2.20,56806,1935,72
19493,109.497909000,192.168.2.20,192.168.2.99,1935,56806,1520
19494,109.522436000,192.168.2.20,192.168.2.20,37432,1935,80
19495,109.522589000,192.168.2.20,192.168.2.20,1935,37432,72
19496,109.522635000,192.168.2.20,192.168.2.20,37432,1935,2182
19497,109.522670000,192.168.2.20,192.168.2.20,1935,37432,72
