frame.number,frame.time_relative,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len
863,10.077947000,192.168.2.20,192.168.2.20,1935,47056,72
864,10.117165000,192.168.2.20,192.168.2.20,47056,1935,80
865,10.117299000,192.168.2.20,192.168.2.20,1935,47056,72
866,10.117383000,192.168.2.20,192.168.2.20,47056,1935,15898
867,10.117517000,192.168.2.20,192.168.2.20,1935,47056,72
868,10.126897000,192.168.3.99,192.168.3.20,1935,51566,1520
869,10.127019000,192.168.3.20,192.168.3.99,51566,1935,72
870,10.157608000,192.168.2.20,192.168.2.20,47056,1935,80
871,10.157709000,192.168.2.20,192.168.2.20,1935,47056,72
872,10.157756000,192.168.2.20,192.168.2.20,47056,1935,17138
873,10.157821000,192.168.2.20,192.168.2.20,1935,47056,72
874,10.197792000,192.168.2.20,192.168.2.20,47056,1935,80
875,10.197877000,192.168.2.20,192.168.2.20,1935,47056,72
876,10.197921000,192.168.2.20,192.168.2.20,47056,1935,17257
877,10.198045000,192.168.2.20,192.168.2.20,1935,47056,72
878,10.198113000,192.168.2.20,192.168.2.20,47056,1935,18548
879,10.198193000,192.168.2.20,192.168.2.20,1935,47056,72
880,10.227770000,192.168.2.99,192.168.2.20,51566,1935,72
881,10.227876000,192.168.2.20,192.168.2.99,1935,51566,1520
882,10.227894000,192.168.2.20,192.168.2.99,1935,51566,1520
883,10.237392000,192.168.2.20,192.168.2.20,47056,1935,80
884,10.237483000,192.168.2.20,192.168.2.20,1935,47056,72
885,10.237527000,192.168.2.20,192.168.2.20,47056,1935,15658
886,10.237584000,192.168.2.20,192.168.2.20,1935,47056,72
887,10.277598000,192.168.2.20,192.168.2.20,47056,1935,80
888,10.277705000,192.168.2.20,192.168.2.20,1935,47056,72
889,10.277755000,192.168.2.20,192.168.2.20,47056,1935,15450
890,10.277828000,192.168.2.20,192.168.2.20,1935,47056,72
891,10.317309000,192.168.2.20,192.168.2.20,47056,1935,80
892,10.317403000,192.168.2.20,192.168.2.20,1935,47056,72
893,10.317446000,192.168.2.20,192.168.2.20,47056,1935,13073
894,10.317505000,192.168.2.20,192.168.2.20,1935,47056,72
895,10.317544000,192.168.2.20,192.168.2.20,47056,1935,23303
896,10.317590000,192.168.2.20,192.168.2.20,1935,47056,72
897,10.328668000,192.168.3.99,192.168.3.20,1935,51566,1520
898,10.328810000,192.168.3.20,192.168.3.99,51566,1935,72
899,10.329873000,192.168.3.99,192.168.3.20,1935,51566,1520
900,10.329969000,192.168.3.20,192.168.3.99,51566,1935,72
901,10.357357000,192.168.2.20,192.168.2.20,47056,1935,80
902,10.357497000,192.168.2.20,192.168.2.20,1935,47056,72
903,10.357535000,192.168.2.20,192.168.2.20,47056,1935,15614
904,10.357594000,192.168.2.20,192.168.2.20,1935,47056,72
905,10.397574000,192.168.2.20,192.168.2.20,47056,1935,80
906,10.397681000,192.168.2.20,192.168.2.20,1935,47056,72
907,10.397736000,192.168.2.20,192.168.2.20,47056,1935,16288
908,10.397803000,192.168.2.20,192.168.2.20,1935,47056,72
909,10.429564000,192.168.2.99,192.168.2.20,51566,1935,72
910,10.429671000,192.168.2.20,192.168.2.99,1935,51566,1520
911,10.430588000,192.168.2.99,192.168.2.20,51566,1935,72
912,10.430622000,192.168.2.20,192.168.2.99,1935,51566,1520
913,10.437263000,192.168.2.20,192.168.2.20,47056,1935,80
914,10.437363000,192.168.2.20,192.168.2.20,1935,47056,72
915,10.437399000,192.168.2.20,192.168.2.20,47056,1935,4900
916,10.437456000,192.168.2.20,192.168.2.20,1935,47056,72
917,10.437507000,192.168.2.20,192.168.2.20,47056,1935,32429
918,10.437564000,192.168.2.20,192.168.2.20,1935,47056,72
919,10.478683000,192.168.2.20,192.168.2.20,47056,1935,80
920,10.478779000,192.168.2.20,192.168.2.20,1935,47056,72
921,10.478822000,192.168.2.20,192.168.2.20,47056,1935,14094
922,10.478880000,192.168.2.20,192.168.2.20,1935,47056,72
923,10.517570000,192.168.2.20,192.168.2.20,47056,1935,80
924,10.517685000,192.168.2.20,192.168.2.20,1935,47056,72
925,10.517743000,192.168.2.20,192.168.2.20,47056,1935,33617
926,10.517822000,192.168.2.20,192.168.2.20,1935,47056,72
927,10.517855000,192.168.2.20,192.168.2.20,47056,1935,4084
928,10.517891000,192.168.2.20,192.168.2.20,1935,47056,72
929,10.530423000,192.168.3.99,192.168.3.20,1935,51566,1520
930,10.530525000,192.168.3.20,192.168.3.99,51566,1935,72
931,10.531357000,192.168.3.99,192.168.3.20,1935,51566,1520
932,10.531431000,192.168.3.20,192.168.3.99,51566,1935,72
933,10.556684000,192.168.2.20,192.168.2.20,47056,1935,80
934,10.556783000,192.168.2.20,192.168.2.20,1935,47056,72
935,10.556832000,192.168.2.20,192.168.2.20,47056,1935,16627
936,10.556895000,192.168.2.20,192.168.2.20,1935,47056,72
937,10.597481000,192.168.2.20,192.168.2.20,47056,1935,80
938,10.597558000,192.168.2.20,192.168.2.20,1935,47056,72
939,10.597596000,192.168.2.20,192.168.2.20,47056,1935,17826
940,10.597647000,192.168.2.20,192.168.2.20,1935,47056,72
941,10.631365000,192.168.2.99,192.168.2.20,51566,1935,72
942,10.631479000,192.168.2.20,192.168.2.99,1935,51566,1520
943,10.631496000,192.168.2.20,192.168.2.99,1935,51566,1520
944,10.632069000,192.168.2.99,192.168.2.20,51566,1935,72
945,10.632169000,192.168.2.20,192.168.2.99,1935,51566,1520
946,10.637825000,192.168.2.20,192.168.2.20,47056,1935,80
947,10.637925000,192.168.2.20,192.168.2.20,1935,47056,72
948,10.637960000,192.168.2.20,192.168.2.20,47056,1935,868
949,10.637992000,192.168.2.20,192.168.2.20,1935,47056,72
950,10.638041000,192.168.2.20,192.168.2.20,47056,1935,8274
951,10.638101000,192.168.2.20,192.168.2.20,1935,47056,72
952,10.638144000,192.168.2.20,192.168.2.20,47056,1935,27952
953,10.638194000,192.168.2.20,192.168.2.20,1935,47056,72
954,10.677197000,192.168.2.20,192.168.2.20,47056,1935,80
955,10.677288000,192.168.2.20,192.168.2.20,1935,47056,72
956,10.677322000,192.168.2.20,192.168.2.20,47056,1935,13452
957,10.677372000,192.168.2.20,192.168.2.20,1935,47056,72
958,10.717904000,192.168.2.20,192.168.2.20,47056,1935,80
959,10.718070000,192.168.2.20,192.168.2.20,1935,47056,72
960,10.718148000,192.168.2.20,192.168.2.20,47056,1935,38621
961,10.718225000,192.168.2.20,192.168.2.20,1935,47056,72
962,10.732918000,192.168.3.99,192.168.3.20,1935,51566,1520
963,10.733031000,192.168.3.20,192.168.3.99,51566,1935,72
964,10.733743000,192.168.3.99,192.168.3.20,1935,51566,1520
965,10.733826000,192.168.3.20,192.168.3.99,51566,1935,72
966,10.734554000,192.168.3.99,192.168.3.20,1935,51566,1520
967,10.734654000,192.168.3.20,192.168.3.99,51566,1935,72
968,10.757148000,192.168.2.20,192.168.2.20,47056,1935,80
969,10.757289000,192.168.2.20,192.168.2.20,1935,47056,72
970,10.757328000,192.168.2.20,192.168.2.20,47056,1935,16358
971,10.757389000,192.168.2.20,192.168.2.20,1935,47056,72
972,10.797440000,192.168.2.20,192.168.2.20,47056,1935,73
973,10.797574000,192.168.2.20,192.168.2.20,1935,47056,72
974,10.797644000,192.168.2.20,192.168.2.20,47056,1935,16951
975,10.797754000,192.168.2.20,192.168.2.20,1935,47056,72
976,10.834226000,192.168.2.99,192.168.2.20,51566,1935,72
977,10.834336000,192.168.2.20,192.168.2.99,1935,51566,1520
978,10.834726000,192.168.2.99,192.168.2.20,51566,1935,72
979,10.834757000,192.168.2.20,192.168.2.99,1935,51566,1520
980,10.835131000,192.168.2.99,192.168.2.20,51566,1935,72
981,10.835172000,192.168.2.20,192.168.2.99,1935,51566,1520
982,10.836909000,192.168.2.20,192.168.2.20,47056,1935,80
983,10.837010000,192.168.2.20,192.168.2.20,1935,47056,72
984,10.837059000,192.168.2.20,192.168.2.20,47056,1935,4533
985,10.837118000,192.168.2.20,192.168.2.20,1935,47056,72
986,10.837190000,192.168.2.20,192.168.2.20,47056,1935,28750
987,10.837279000,192.168.2.20,192.168.2.20,1935,47056,72
988,10.837314000,192.168.2.20,192.168.2.20,47056,1935,5695
989,10.837353000,192.168.2.20,192.168.2.20,1935,47056,72
990,10.877581000,192.168.2.20,192.168.2.20,47056,1935,80
991,10.877667000,192.168.2.20,192.168.2.20,1935,47056,72
992,10.877719000,192.168.2.20,192.168.2.20,47056,1935,17743
993,10.877777000,192.168.2.20,192.168.2.20,1935,47056,72
994,10.917289000,192.168.2.20,192.168.2.20,47056,1935,80
995,10.917400000,192.168.2.20,192.168.2.20,1935,47056,72
996,10.917459000,192.168.2.20,192.168.2.20,47056,1935,17106
997,10.917537000,192.168.2.20,192.168.2.20,1935,47056,72
998,10.917571000,192.168.2.20,192.168.2.20,47056,1935,540
999,10.917601000,192.168.2.20,192.168.2.20,1935,47056,72
1000,10.935802000,192.168.3.99,192.168.3.20,1935,51566,1520
1001,10.935909000,192.168.3.20,192.168.3.99,51566,1935,72
1002,10.936872000,192.168.3.99,192.168.3.20,1935,51566,1520
1003,10.936927000,192.168.3.20,192.168.3.99,51566,1935,72
1004,10.937972000,192.168.3.99,192.168.3.20,1935,51566,1520
1005,10.938036000,192.168.3.20,192.168.3.99,51566,1935,72
1006,10.957615000,192.168.2.20,192.168.2.20,47056,1935,80
1007,10.957713000,192.168.2.20,192.168.2.20,1935,47056,72
1008,10.957753000,192.168.2.20,192.168.2.20,47056,1935,13109
1009,10.957810000,192.168.2.20,192.168.2.20,1935,47056,72
1010,10.957854000,192.168.2.20,192.168.2.20,47056,1935,26035
1011,10.957902000,192.168.2.20,192.168.2.20,1935,47056,72
1012,10.997613000,192.168.2.20,192.168.2.20,47056,1935,80
1013,10.997708000,192.168.2.20,192.168.2.20,1935,47056,72
1014,10.997752000,192.168.2.20,192.168.2.20,47056,1935,15790
1015,10.997816000,192.168.2.20,192.168.2.20,1935,47056,72
1016,11.036891000,192.168.2.99,192.168.2.20,51566,1935,72
1017,11.037040000,192.168.2.20,192.168.2.99,1935,51566,1520
1018,11.037053000,192.168.2.20,192.168.2.99,1935,51566,1520
1019,11.037534000,192.168.2.99,192.168.2.20,51566,1935,72
1020,11.037584000,192.168.2.20,192.168.2.20,47056,1935,80
1021,11.037672000,192.168.2.20,192.168.2.20,1935,47056,72
1022,11.037722000,192.168.2.20,192.168.2.20,47056,1935,17705
1023,11.037777000,192.168.2.20,192.168.2.20,1935,47056,72
1024,11.077240000,192.168.2.20,192.168.2.20,47056,1935,80
1025,11.077341000,192.168.2.20,192.168.2.20,1935,47056,72
1026,11.077370000,192.168.2.20,192.168.2.20,47056,1935,801
1027,11.077401000,192.168.2.20,192.168.2.20,1935,47056,72
1028,11.077459000,192.168.2.20,192.168.2.20,47056,1935,20564
1029,11.077536000,192.168.2.20,192.168.2.20,1935,47056,72
1030,11.077567000,192.168.2.20,192.168.2.20,47056,1935,17192
1031,11.077608000,192.168.2.20,192.168.2.20,1935,47056,72
1032,11.117862000,192.168.2.20,192.168.2.20,47056,1935,80
1033,11.117996000,192.168.2.20,192.168.2.20,1935,47056,72
1034,11.118076000,192.168.2.20,192.168.2.20,47056,1935,16288
1035,11.118193000,192.168.2.20,192.168.2.20,1935,47056,72
1036,11.139748000,192.168.3.99,192.168.3.20,1935,51566,1520
1037,11.139852000,192.168.3.20,192.168.3.99,51566,1935,84
1038,11.157403000,192.168.2.20,192.168.2.20,47056,1935,80
1039,11.157497000,192.168.2.20,192.168.2.20,1935,47056,72
1040,11.157537000,192.168.2.20,192.168.2.20,47056,1935,16572
1041,11.157586000,192.168.2.20,192.168.2.20,1935,47056,72
1042,11.197352000,192.168.2.20,192.168.2.20,47056,1935,80
1043,11.197490000,192.168.2.20,192.168.2.20,1935,47056,72
1044,11.197567000,192.168.2.20,192.168.2.20,47056,1935,25436
1045,11.197721000,192.168.2.20,192.168.2.20,1935,47056,72
1046,11.197793000,192.168.2.20,192.168.2.20,47056,1935,12890
1047,11.197880000,192.168.2.20,192.168.2.20,1935,47056,72
1048,11.237544000,192.168.2.20,192.168.2.20,47056,1935,80
1049,11.237684000,192.168.2.20,192.168.2.20,1935,47056,72
1050,11.237771000,192.168.2.20,192.168.2.20,47056,1935,16767
1051,11.237859000,192.168.2.20,192.168.2.20,1935,47056,72
1052,11.240815000,192.168.2.99,192.168.2.20,51566,1935,84
1053,11.240949000,192.168.2.20,192.168.2.99,1935,51566,1520
1054,11.240965000,192.168.2.20,192.168.2.99,1935,51566,1520
1055,11.276886000,192.168.2.20,192.168.2.20,47056,1935,80
1056,11.276974000,192.168.2.20,192.168.2.20,1935,47056,72
1057,11.277049000,192.168.2.20,192.168.2.20,47056,1935,15494
1058,11.277138000,192.168.2.20,192.168.2.20,1935,47056,72
1059,11.317580000,192.168.2.20,192.168.2.20,47056,1935,80
1060,11.317719000,192.168.2.20,192.168.2.20,1935,47056,72
1061,11.317797000,192.168.2.20,192.168.2.20,47056,1935,13124
1062,11.317904000,192.168.2.20,192.168.2.20,1935,47056,72
1063,11.317975000,192.168.2.20,192.168.2.20,47056,1935,23328
1064,11.318052000,192.168.2.20,192.168.2.20,1935,47056,72
1065,11.341707000,192.168.3.99,192.168.3.20,1935,51566,1520
1066,11.341817000,192.168.3.20,192.168.3.99,51566,1935,84
1067,11.342527000,192.168.3.99,192.168.3.20,1935,51566,1520
1068,11.342582000,192.168.3.20,192.168.3.99,51566,1935,84
1069,11.357342000,192.168.2.20,192.168.2.20,47056,1935,80
1070,11.357468000,192.168.2.20,192.168.2.20,1935,47056,72
1071,11.357542000,192.168.2.20,192.168.2.20,47056,1935,14974
1072,11.357632000,192.168.2.20,192.168.2.20,1935,47056,72
1073,11.397737000,192.168.2.20,192.168.2.20,47056,1935,80
1074,11.397877000,192.168.2.20,192.168.2.20,1935,47056,72
1075,11.397954000,192.168.2.20,192.168.2.20,47056,1935,14361
1076,11.398056000,192.168.2.20,192.168.2.20,1935,47056,72
1077,11.437540000,192.168.2.20,192.168.2.20,47056,1935,80
1078,11.437625000,192.168.2.20,192.168.2.20,1935,47056,72
1079,11.437676000,192.168.2.20,192.168.2.20,47056,1935,17209
1080,11.437769000,192.168.2.20,192.168.2.20,1935,47056,72
1081,11.437810000,192.168.2.20,192.168.2.20,47056,1935,18192
1082,11.437851000,192.168.2.20,192.168.2.20,1935,47056,72
1083,11.443079000,192.168.2.99,192.168.2.20,51566,1935,84
1084,11.443225000,192.168.2.20,192.168.2.99,1935,51566,1520
1085,11.443713000,192.168.2.99,192.168.2.20,51566,1935,84
1086,11.443785000,192.168.2.20,192.168.2.99,1935,51566,1520
1087,11.477579000,192.168.2.20,192.168.2.20,47056,1935,80
1088,11.477682000,192.168.2.20,192.168.2.20,1935,47056,72
1089,11.477725000,192.168.2.20,192.168.2.20,47056,1935,12837
1090,11.477776000,192.168.2.20,192.168.2.20,1935,47056,72
1091,11.517512000,192.168.2.20,192.168.2.20,47056,1935,80
1092,11.517619000,192.168.2.20,192.168.2.20,1935,47056,72
1093,11.517657000,192.168.2.20,192.168.2.20,47056,1935,785
1094,11.517706000,192.168.2.20,192.168.2.20,1935,47056,72
1095,11.517744000,192.168.2.20,192.168.2.20,47056,1935,20564
1096,11.517801000,192.168.2.20,192.168.2.20,1935,47056,72
1097,11.517846000,192.168.2.20,192.168.2.20,47056,1935,17642
1098,11.517891000,192.168.2.20,192.168.2.20,1935,47056,72
1099,11.544507000,192.168.3.99,192.168.3.20,1935,51566,1520
1100,11.544558000,192.168.3.20,192.168.3.99,51566,1935,72
1101,11.545230000,192.168.3.99,192.168.3.20,1935,51566,1520
1102,11.557630000,192.168.2.20,192.168.2.20,47056,1935,80
1103,11.557737000,192.168.2.20,192.168.2.20,1935,47056,72
1104,11.557777000,192.168.2.20,192.168.2.20,47056,1935,4580
1105,11.557829000,192.168.2.20,192.168.2.20,1935,47056,72
1106,11.557866000,192.168.2.20,192.168.2.20,47056,1935,8230
1107,11.557906000,192.168.2.20,192.168.2.20,1935,47056,72
1108,11.585712000,192.168.3.20,192.168.3.99,51566,1935,72
1109,11.598005000,192.168.2.20,192.168.2.20,47056,1935,80
1110,11.598093000,192.168.2.20,192.168.2.20,1935,47056,72
1111,11.598133000,192.168.2.20,192.168.2.20,47056,1935,4961
1112,11.598187000,192.168.2.20,192.168.2.20,1935,47056,72
1113,11.598236000,192.168.2.20,192.168.2.20,47056,1935,36405
1114,11.598298000,192.168.2.20,192.168.2.20,1935,47056,72
1115,11.637319000,192.168.2.20,192.168.2.20,47056,1935,80
1116,11.637443000,192.168.2.20,192.168.2.20,1935,47056,72
1117,11.637517000,192.168.2.20,192.168.2.20,47056,1935,13953
1118,11.637610000,192.168.2.20,192.168.2.20,1935,47056,72
1119,11.645475000,192.168.2.99,192.168.2.20,51566,1935,72
1120,11.645593000,192.168.2.20,192.168.2.99,1935,51566,1520
1121,11.677441000,192.168.2.20,192.168.2.20,47056,1935,80
1122,11.677573000,192.168.2.20,192.168.2.20,1935,47056,72
1123,11.677642000,192.168.2.20,192.168.2.20,47056,1935,15383
1124,11.677737000,192.168.2.20,192.168.2.20,1935,47056,72
1125,11.686843000,192.168.2.99,192.168.2.20,51566,1935,72
1126,11.686957000,192.168.2.20,192.168.2.99,1935,51566,1520
1127,11.686974000,192.168.2.20,192.168.2.99,1935,51566,1520
1128,11.717855000,192.168.2.20,192.168.2.20,47056,1935,80
1129,11.717978000,192.168.2.20,192.168.2.20,1935,47056,72
1130,11.718052000,192.168.2.20,192.168.2.20,47056,1935,16875
1131,11.718154000,192.168.2.20,192.168.2.20,1935,47056,72
1132,11.718214000,192.168.2.20,192.168.2.20,47056,1935,21336
1133,11.718289000,192.168.2.20,192.168.2.20,1935,47056,72
1134,11.746282000,192.168.3.99,192.168.3.20,1935,51566,1520
1135,11.758057000,192.168.2.20,192.168.2.20,47056,1935,80
1136,11.758154000,192.168.2.20,192.168.2.20,1935,47056,72
1137,11.758189000,192.168.2.20,192.168.2.20,47056,1935,13548
1138,11.758240000,192.168.2.20,192.168.2.20,1935,47056,72
1139,11.787704000,192.168.3.99,192.168.3.20,1935,51566,1520
1140,11.787902000,192.168.3.20,192.168.3.99,51566,1935,72
1141,11.788445000,192.168.3.99,192.168.3.20,1935,51566,1520
1142,11.798039000,192.168.2.20,192.168.2.20,47056,1935,80
1143,11.798171000,192.168.2.20,192.168.2.20,1935,47056,72
1144,11.798210000,192.168.2.20,192.168.2.20,47056,1935,12843
1145,11.798269000,192.168.2.20,192.168.2.20,1935,47056,72
1146,11.837799000,192.168.2.20,192.168.2.20,47056,1935,80
1147,11.837891000,192.168.2.20,192.168.2.20,1935,47056,72
1148,11.837944000,192.168.2.20,192.168.2.20,47056,1935,20953
1149,11.838008000,192.168.2.20,192.168.2.20,1935,47056,72
1150,11.838042000,192.168.2.20,192.168.2.20,47056,1935,12085
1151,11.838083000,192.168.2.20,192.168.2.20,1935,47056,72
1152,11.849741000,192.168.3.20,192.168.3.99,51566,1935,72
1153,11.877391000,192.168.2.20,192.168.2.20,47056,1935,80
1154,11.877482000,192.168.2.20,192.168.2.20,1935,47056,72
1155,11.877519000,192.168.2.20,192.168.2.20,47056,1935,11019
1156,11.877568000,192.168.2.20,192.168.2.20,1935,47056,72
1157,11.888934000,192.168.2.99,192.168.2.20,51566,1935,72
1158,11.889057000,192.168.2.20,192.168.2.99,1935,51566,1520
1159,11.889080000,192.168.2.20,192.168.2.99,1935,51566,1520
1160,11.916898000,192.168.2.20,192.168.2.20,47056,1935,80
1161,11.917034000,192.168.2.20,192.168.2.20,1935,47056,72
1162,11.917100000,192.168.2.20,192.168.2.20,47056,1935,11178
1163,11.917190000,192.168.2.20,192.168.2.20,1935,47056,72
1164,11.952485000,192.168.2.99,192.168.2.20,51566,1935,72
1165,11.952608000,192.168.2.20,192.168.2.99,1935,51566,1520
1166,11.952626000,192.168.2.20,192.168.2.99,1935,51566,1520
1167,11.957293000,192.168.2.20,192.168.2.20,47056,1935,80
1168,11.957373000,192.168.2.20,192.168.2.20,1935,47056,72
1169,11.957417000,192.168.2.20,192.168.2.20,47056,1935,29504
1170,11.957500000,192.168.2.20,192.168.2.20,1935,47056,72
1171,11.957527000,192.168.2.20,192.168.2.20,47056,1935,1176
1172,11.957554000,192.168.2.20,192.168.2.20,1935,47056,72
1173,11.989789000,192.168.3.99,192.168.3.20,1935,51566,1520
1174,11.990882000,192.168.3.99,192.168.3.20,1935,51566,1520
1175,11.990994000,192.168.3.20,192.168.3.99,51566,1935,72
1176,11.997060000,192.168.2.20,192.168.2.20,47056,1935,80
1177,11.997207000,192.168.2.20,192.168.2.20,1935,47056,72
1178,11.997269000,192.168.2.20,192.168.2.20,47056,1935,10142
1179,11.997349000,192.168.2.20,192.168.2.20,1935,47056,72
1180,12.037126000,192.168.2.20,192.168.2.20,47056,1935,80
1181,12.037324000,192.168.2.20,192.168.2.20,1935,47056,72
1182,12.037406000,192.168.2.20,192.168.2.20,47056,1935,11751
1183,12.037510000,192.168.2.20,192.168.2.20,1935,47056,72
1184,12.053370000,192.168.3.99,192.168.3.20,1935,51566,1520
1185,12.054488000,192.168.3.99,192.168.3.20,1935,51566,1520
1186,12.054584000,192.168.3.20,192.168.3.99,51566,1935,72
1187,12.076832000,192.168.2.20,192.168.2.20,47056,1935,80
1188,12.076950000,192.168.2.20,192.168.2.20,1935,47056,72
1189,12.077024000,192.168.2.20,192.168.2.20,47056,1935,22882
1190,12.077140000,192.168.2.20,192.168.2.20,1935,47056,72
1191,12.091858000,192.168.2.99,192.168.2.20,51566,1935,72
1192,12.091995000,192.168.2.20,192.168.2.99,1935,51566,1520
1193,12.092020000,192.168.2.20,192.168.2.99,1935,51566,1520
1194,12.117356000,192.168.2.20,192.168.2.20,47056,1935,80
1195,12.117437000,192.168.2.20,192.168.2.20,1935,47056,72
1196,12.117474000,192.168.2.20,192.168.2.20,47056,1935,10180
1197,12.117526000,192.168.2.20,192.168.2.20,1935,47056,72
1198,12.155792000,192.168.2.99,192.168.2.20,51566,1935,72
1199,12.155971000,192.168.2.20,192.168.2.99,1935,51566,1520
1200,12.155998000,192.168.2.20,192.168.2.99,1935,51566,1520
1201,12.157618000,192.168.2.20,192.168.2.20,47056,1935,80
1202,12.157741000,192.168.2.20,192.168.2.20,1935,47056,72
1203,12.157804000,192.168.2.20,192.168.2.20,47056,1935,9032
1204,12.157884000,192.168.2.20,192.168.2.20,1935,47056,72
1205,12.157919000,192.168.2.20,192.168.2.20,47056,1935,3046
1206,12.157955000,192.168.2.20,192.168.2.20,1935,47056,72
1207,12.193155000,192.168.3.99,192.168.3.20,1935,51566,1520
1208,12.197752000,192.168.2.20,192.168.2.20,47056,1935,80
1209,12.197845000,192.168.2.20,192.168.2.20,1935,47056,72
1210,12.197887000,192.168.2.20,192.168.2.20,47056,1935,13083
1211,12.197945000,192.168.2.20,192.168.2.20,1935,47056,72
1212,12.237344000,192.168.2.20,192.168.2.20,47056,1935,80
1213,12.237441000,192.168.2.20,192.168.2.20,1935,47056,72
1214,12.237475000,192.168.2.20,192.168.2.20,47056,1935,4967
1215,12.237535000,192.168.2.20,192.168.2.20,1935,47056,72
1216,12.237587000,192.168.2.20,192.168.2.20,47056,1935,49236
1217,12.237704000,192.168.2.20,192.168.2.20,1935,47056,72
1218,12.237743000,192.168.2.20,192.168.2.20,47056,1935,11890
1219,12.237783000,192.168.2.20,192.168.2.20,1935,47056,72
1220,12.256822000,192.168.3.99,192.168.3.20,1935,51566,1520
1221,12.256946000,192.168.3.20,192.168.3.99,51566,1935,84
1222,12.276949000,192.168.2.20,192.168.2.20,47056,1935,80
1223,12.277037000,192.168.2.20,192.168.2.20,1935,47056,72
1224,12.277080000,192.168.2.20,192.168.2.20,47056,1935,16837
1225,12.277202000,192.168.2.20,192.168.2.20,1935,47056,72
1226,12.277246000,192.168.2.20,192.168.2.20,47056,1935,35704
1227,12.277299000,192.168.2.20,192.168.2.20,1935,47056,72
1228,12.317512000,192.168.2.20,192.168.2.20,47056,1935,80
1229,12.317610000,192.168.2.20,192.168.2.20,1935,47056,72
1230,12.317649000,192.168.2.20,192.168.2.20,47056,1935,13133
1231,12.317713000,192.168.2.20,192.168.2.20,1935,47056,72
1232,12.317748000,192.168.2.20,192.168.2.20,47056,1935,23618
1233,12.317788000,192.168.2.20,192.168.2.20,1935,47056,72
1234,12.357574000,192.168.2.20,192.168.2.20,47056,1935,80
1235,12.357664000,192.168.2.20,192.168.2.20,1935,47056,72
1236,12.357715000,192.168.2.20,192.168.2.20,47056,1935,14733
1237,12.357778000,192.168.2.20,192.168.2.20,1935,47056,72
1238,12.358410000,192.168.2.99,192.168.2.20,51566,1935,84
1239,12.358517000,192.168.2.20,192.168.2.99,1935,51566,1520
1240,12.358530000,192.168.2.20,192.168.2.99,1935,51566,1520
1241,12.397579000,192.168.2.20,192.168.2.20,47056,1935,80
1242,12.397761000,192.168.2.20,192.168.2.20,1935,47056,72
1243,12.397871000,192.168.2.20,192.168.2.20,47056,1935,17227
1244,12.398020000,192.168.2.20,192.168.2.20,1935,47056,72
1245,12.398121000,192.168.2.20,192.168.2.20,47056,1935,23269
1246,12.398207000,192.168.2.20,192.168.2.20,1935,47056,72
1247,12.411719000,192.168.2.20,192.168.2.99,1935,51566,1520
1248,12.437414000,192.168.2.20,192.168.2.20,47056,1935,80
1249,12.437545000,192.168.2.20,192.168.2.20,1935,47056,72
1250,12.437619000,192.168.2.20,192.168.2.20,47056,1935,15168
1251,12.437728000,192.168.2.20,192.168.2.20,1935,47056,72
1252,12.459218000,192.168.3.99,192.168.3.20,1935,51566,1520
1253,12.459331000,192.168.3.20,192.168.3.99,51566,1935,92
1254,12.459967000,192.168.3.99,192.168.3.20,1935,51566,1520
1255,12.460034000,192.168.3.20,192.168.3.99,51566,1935,92
1256,12.477480000,192.168.2.20,192.168.2.20,47056,1935,80
1257,12.477568000,192.168.2.20,192.168.2.20,1935,47056,72
1258,12.477605000,192.168.2.20,192.168.2.20,47056,1935,15574
1259,12.477656000,192.168.2.20,192.168.2.20,1935,47056,72
1260,12.512825000,192.168.3.99,192.168.3.20,1935,51566,1520
1261,12.512968000,192.168.3.20,192.168.3.99,51566,1935,84
1262,12.517656000,192.168.2.20,192.168.2.20,47056,1935,80
1263,12.517750000,192.168.2.20,192.168.2.20,1935,47056,72
1264,12.517788000,192.168.2.20,192.168.2.20,47056,1935,8966
1265,12.517846000,192.168.2.20,192.168.2.20,1935,47056,72
1266,12.517888000,192.168.2.20,192.168.2.20,47056,1935,30195
1267,12.517941000,192.168.2.20,192.168.2.20,1935,47056,72
1268,12.557448000,192.168.2.20,192.168.2.20,47056,1935,80
1269,12.557548000,192.168.2.20,192.168.2.20,1935,47056,72
1270,12.557581000,192.168.2.20,192.168.2.20,47056,1935,12509
1271,12.557635000,192.168.2.20,192.168.2.20,1935,47056,72
1272,12.560452000,192.168.2.99,192.168.2.20,51566,1935,92
1273,12.560878000,192.168.2.99,192.168.2.20,51566,1935,92
1274,12.560911000,192.168.2.20,192.168.2.99,1935,51566,1520
1275,12.597669000,192.168.2.20,192.168.2.20,47056,1935,80
1276,12.597782000,192.168.2.20,192.168.2.20,1935,47056,72
1277,12.597830000,192.168.2.20,192.168.2.20,47056,1935,13579
1278,12.597891000,192.168.2.20,192.168.2.20,1935,47056,72
1279,12.613885000,192.168.2.99,192.168.2.20,51566,1935,84
1280,12.614004000,192.168.2.20,192.168.2.99,1935,51566,1520
1281,12.637537000,192.168.2.20,192.168.2.20,47056,1935,80
1282,12.637636000,192.168.2.20,192.168.2.20,1935,47056,72
1283,12.637664000,192.168.2.20,192.168.2.20,47056,1935,829
1284,12.637704000,192.168.2.20,192.168.2.20,1935,47056,72
